,EmployeeID,EmployeeFirstName,EmployeeLastName,AccountID,Company,Industry,ContactFirstName,ContactLastName,ContactEmail,ContactTitle,ContactPhone
10,fa44b0a9-22f3-490c-a84f-3863168d6596,Catherine,Crawford,a9e654e8-08ea-461c-b446-080e0357c6e1,Broadcom,Technology,Matthew,Bernard,matthew.bernard@broadcom.com,Senior Director,(452)310-2772
11,fa44b0a9-22f3-490c-a84f-3863168d6596,Catherine,Crawford,c465120e-fd88-46ca-822c-37f74d6cf4c3,Lockheed Martin Corporation,Manufacturing,Elizabeth,Branch,elizabeth.branch@lockheedmartincorporation.com,Manager,570.494.5405x1668
12,fa44b0a9-22f3-490c-a84f-3863168d6596,Catherine,Crawford,5ef5457e-264b-4b68-966a-3226b75ceffb,Dolby Laboratories,Manufacturing,Tammy,Lee,tammy.lee@dolbylaboratories.com,Manager,514-958-2268x95490
13,fa44b0a9-22f3-490c-a84f-3863168d6596,Catherine,Crawford,a9e654e8-08ea-461c-b446-080e0357c6e1,Broadcom,Technology,Matthew,Bernard,matthew.bernard@broadcom.com,Senior Director,(452)310-2772
14,fa44b0a9-22f3-490c-a84f-3863168d6596,Catherine,Crawford,da402851-1a85-4dd4-a6aa-620d6909da3d,Welltower,RealEstate,Mary,Jackson,mary.jackson@welltower.com,VP,001-787-247-3774x6484
15,fa44b0a9-22f3-490c-a84f-3863168d6596,Catherine,Crawford,2e8803e7-7354-46fa-aee8-ac3321f64e5e,DICK'S Sporting Goods,Retail,Kristina,Robertson,kristina.robertson@dickssportinggoods.com,Senior Director,(350)384-8823x088
16,fa44b0a9-22f3-490c-a84f-3863168d6596,Catherine,Crawford,c4b74bb5-21e7-47f0-9c74-94d2c8c1e9e1,Peloton,Retail,Paula,Miller,paula.miller@peloton.com,Consultant,915.370.3619x5958
17,fa44b0a9-22f3-490c-a84f-3863168d6596,Catherine,Crawford,800e5332-57ac-4ef4-bede-5043fa6b176e,Ladder Capital Corp,RealEstate,Jessica,Williams,jessica.williams@laddercapitalcorp.com,Director,8538754474
18,fa44b0a9-22f3-490c-a84f-3863168d6596,Catherine,Crawford,d250a8a3-04a8-4a69-a08b-66ebe9b1f099,Cisco,Technology,Jennifer,Thompson,jennifer.thompson@cisco.com,Manager,+1-993-410-3046x733
19,fa44b0a9-22f3-490c-a84f-3863168d6596,Catherine,Crawford,16613f22-10c8-4a99-90a2-d41935cb77e6,Smithfield Foods,Retail,Ann,Bean,ann.bean@smithfieldfoods.com,Senior Director,683-280-1848x1347
20,fa44b0a9-22f3-490c-a84f-3863168d6596,Catherine,Crawford,a9e654e8-08ea-461c-b446-080e0357c6e1,Broadcom,Technology,Matthew,Bernard,matthew.bernard@broadcom.com,Senior Director,(452)310-2772
21,fa44b0a9-22f3-490c-a84f-3863168d6596,Catherine,Crawford,3aaf3064-3ae7-43be-86d9-0c50eedc0734,Albany International,Manufacturing,Andrew,Walls,andrew.walls@albanyinternational.com,VP,(501)277-5908x3810
22,fa44b0a9-22f3-490c-a84f-3863168d6596,Catherine,Crawford,701beb5b-5db8-45a5-b9cc-e5975e908837,Camden Property,RealEstate,Robin,Hunt,robin.hunt@camdenproperty.com,Manager,592-541-7823
23,fa44b0a9-22f3-490c-a84f-3863168d6596,Catherine,Crawford,83bd1ee5-4913-40a7-bf0b-c4c8b2b63a80,Hims & Hers Health,Retail,Derek,Holt,derek.holt@himshershealth.com,VP,001-510-463-3792x3353
24,fa44b0a9-22f3-490c-a84f-3863168d6596,Catherine,Crawford,9205a7a8-9138-4a90-85d2-435a0879ac79,Silicon Laboratories,Technology,Anthony,Summers,anthony.summers@siliconlaboratories.com,Senior Director,(558)776-8954x9189
25,fa44b0a9-22f3-490c-a84f-3863168d6596,Catherine,Crawford,bc86d81c-e4f2-4bfc-9ea4-90d697d8eeda,InterContinental Hotels Group,Hospitality,Andre,Hart,andre.hart@intercontinentalhotelsgroup.com,Director,+1-272-789-4647
26,fa44b0a9-22f3-490c-a84f-3863168d6596,Catherine,Crawford,5f53ed1c-4a81-4efe-8e03-b4c511bc343b,Rhythm Pharmaceuticals,Healthcare,Jerry,Robinson,jerry.robinson@rhythmpharmaceuticals.com,VP,979-424-3269
27,fa44b0a9-22f3-490c-a84f-3863168d6596,Catherine,Crawford,e96709de-7b18-4b29-b42b-ddb1b1c4c3b6,Graham Holdings Company,Retail,Christopher,Camacho,christopher.camacho@grahamholdingscompany.com,Senior Director,556.770.2220
28,fa44b0a9-22f3-490c-a84f-3863168d6596,Catherine,Crawford,da402851-1a85-4dd4-a6aa-620d6909da3d,Welltower,RealEstate,Mary,Jackson,mary.jackson@welltower.com,VP,001-787-247-3774x6484
29,fa44b0a9-22f3-490c-a84f-3863168d6596,Catherine,Crawford,c1768be7-6109-4d6f-ba47-8cff23266021,Abbott Laboratories,Healthcare,Kara,Thomas,kara.thomas@abbottlaboratories.com,Consultant,250-485-6304x5001
30,fa44b0a9-22f3-490c-a84f-3863168d6596,Catherine,Crawford,f22e67d3-01b7-40a4-bf9d-87552540f479,Iron Mountain Incorporated,RealEstate,Thomas,Stewart,thomas.stewart@ironmountainincorporated.com,Director,+1-531-259-1397x22748
31,fa44b0a9-22f3-490c-a84f-3863168d6596,Catherine,Crawford,5f53ed1c-4a81-4efe-8e03-b4c511bc343b,Rhythm Pharmaceuticals,Healthcare,Jerry,Robinson,jerry.robinson@rhythmpharmaceuticals.com,VP,979-424-3269
32,fa44b0a9-22f3-490c-a84f-3863168d6596,Catherine,Crawford,d8bc36af-313f-4539-9f24-37588af2eae7,Broadstone,RealEstate,Jamie,West,jamie.west@broadstone.com,Senior Director,644.991.1825
33,fa44b0a9-22f3-490c-a84f-3863168d6596,Catherine,Crawford,cb074b02-339f-4977-b86a-40f75120b03d,Novo Nordisk,Healthcare,William,Washington,william.washington@novonordisk.com,Senior Director,(761)912-5003
34,fa44b0a9-22f3-490c-a84f-3863168d6596,Catherine,Crawford,fedc2f29-ad55-4b29-87e2-d3031a078d16,Texas Roadhouse,Retail,Anthony,Jensen,anthony.jensen@texasroadhouse.com,Consultant,388.653.0016
35,fa44b0a9-22f3-490c-a84f-3863168d6596,Catherine,Crawford,fc68af5a-f40b-4ad3-9d8a-226c2f6c878f,UnitedHealth,Healthcare,Crystal,Burgess,crystal.burgess@unitedhealth.com,Consultant,+1-251-299-8911x15020
36,0a17f756-e4e0-4da1-ab69-db63ff64dbc2,Darren,Cruz,8c7ba28c-1677-44be-90f3-21c61d7e581a,Landstar System,Manufacturing,Dylan,Barnes,dylan.barnes@landstarsystem.com,Director,854-430-8180
37,0a17f756-e4e0-4da1-ab69-db63ff64dbc2,Darren,Cruz,94e3a95f-2391-4050-968d-9f4e4829e2e0,Stride,Retail,Chase,Evans,chase.evans@stride.com,Senior Director,001-984-928-7332x279
38,0a17f756-e4e0-4da1-ab69-db63ff64dbc2,Darren,Cruz,c4b74bb5-21e7-47f0-9c74-94d2c8c1e9e1,Peloton,Retail,Paula,Miller,paula.miller@peloton.com,Consultant,915.370.3619x5958
39,0a17f756-e4e0-4da1-ab69-db63ff64dbc2,Darren,Cruz,16ae09bb-fa3a-4a9c-b247-d0c364699135,Hexcel Corporation,Manufacturing,Jacqueline,Higgins,jacqueline.higgins@hexcelcorporation.com,Consultant,297.615.0488x37006
40,0a17f756-e4e0-4da1-ab69-db63ff64dbc2,Darren,Cruz,a1f96519-b8fd-48b2-a753-7561a9090608,Humana,Healthcare,Karen,Johnson,karen.johnson@humana.com,Consultant,250-459-7473
41,0a17f756-e4e0-4da1-ab69-db63ff64dbc2,Darren,Cruz,2e8803e7-7354-46fa-aee8-ac3321f64e5e,DICK'S Sporting Goods,Retail,Kristina,Robertson,kristina.robertson@dickssportinggoods.com,Senior Director,(350)384-8823x088
42,0a17f756-e4e0-4da1-ab69-db63ff64dbc2,Darren,Cruz,e5e53c9c-c291-4c59-ad79-77ad61aab106,Udemy,Retail,Ashley,Reynolds,ashley.reynolds@udemy.com,Manager,662-933-4005x266
43,0a17f756-e4e0-4da1-ab69-db63ff64dbc2,Darren,Cruz,d9f64ea9-b724-46fa-ac57-9cb2f8099f47,Peakstone Realty Trus,RealEstate,Sarah,Wright,sarah.wright@peakstonerealtytrus.com,Senior Director,(975)921-7202
44,0a17f756-e4e0-4da1-ab69-db63ff64dbc2,Darren,Cruz,d25f2c9b-2250-4c0c-bd33-5f57006b5931,Amedisys,Healthcare,Mary,Gregory,mary.gregory@amedisys.com,Senior Director,+1-779-894-6343x15238
45,0a17f756-e4e0-4da1-ab69-db63ff64dbc2,Darren,Cruz,cf9e33da-9067-4218-a9c9-56afbda44a68,Medical Properties Trust,RealEstate,Patrick,Phillips,patrick.phillips@medicalpropertiestrust.com,Director,680-239-5461x7787
46,0a17f756-e4e0-4da1-ab69-db63ff64dbc2,Darren,Cruz,83bd1ee5-4913-40a7-bf0b-c4c8b2b63a80,Hims & Hers Health,Retail,Derek,Holt,derek.holt@himshershealth.com,VP,001-510-463-3792x3353
47,0a17f756-e4e0-4da1-ab69-db63ff64dbc2,Darren,Cruz,190efe6d-a4b1-4554-b7fa-e467a66a5ef7,AeroVironment,Manufacturing,Eric,Williams,eric.williams@aerovironment.com,Manager,(696)888-2720
48,0a17f756-e4e0-4da1-ab69-db63ff64dbc2,Darren,Cruz,6c066e63-68da-4b10-aa94-aa57226d4e1a,Zoetis,Healthcare,Jordan,Mcgee,jordan.mcgee@zoetis.com,Director,+1-486-362-7531x6098
49,0a17f756-e4e0-4da1-ab69-db63ff64dbc2,Darren,Cruz,2e8803e7-7354-46fa-aee8-ac3321f64e5e,DICK'S Sporting Goods,Retail,Kristina,Robertson,kristina.robertson@dickssportinggoods.com,Senior Director,(350)384-8823x088
50,0a17f756-e4e0-4da1-ab69-db63ff64dbc2,Darren,Cruz,5f53ed1c-4a81-4efe-8e03-b4c511bc343b,Rhythm Pharmaceuticals,Healthcare,Jerry,Robinson,jerry.robinson@rhythmpharmaceuticals.com,VP,979-424-3269
51,0a17f756-e4e0-4da1-ab69-db63ff64dbc2,Darren,Cruz,fedc2f29-ad55-4b29-87e2-d3031a078d16,Texas Roadhouse,Retail,Anthony,Jensen,anthony.jensen@texasroadhouse.com,Consultant,388.653.0016
52,0a17f756-e4e0-4da1-ab69-db63ff64dbc2,Darren,Cruz,860992a3-fc92-4486-aa27-ef0a0d3521c3,Dropbox,Technology,Laura,James,laura.james@dropbox.com,Director,(602)730-5106
53,1012bed9-9618-4379-a337-13a046a15608,Daniel,Page,996063e1-e6dc-4c3a-bb97-0d52e772f148,Atlassian,Technology,Rebecca,Bryant,rebecca.bryant@atlassian.com,Consultant,254-953-0035x54620
54,1012bed9-9618-4379-a337-13a046a15608,Daniel,Page,16ae09bb-fa3a-4a9c-b247-d0c364699135,Hexcel Corporation,Manufacturing,Jacqueline,Higgins,jacqueline.higgins@hexcelcorporation.com,Consultant,297.615.0488x37006
55,1012bed9-9618-4379-a337-13a046a15608,Daniel,Page,61a81520-8816-4973-b86b-828cdef33d33,IT Tech Packaging,Manufacturing,Andre,Rowe,andre.rowe@ittechpackaging.com,Consultant,001-455-842-3638
56,1012bed9-9618-4379-a337-13a046a15608,Daniel,Page,190efe6d-a4b1-4554-b7fa-e467a66a5ef7,AeroVironment,Manufacturing,Eric,Williams,eric.williams@aerovironment.com,Manager,(696)888-2720
57,1012bed9-9618-4379-a337-13a046a15608,Daniel,Page,cb074b02-339f-4977-b86a-40f75120b03d,Novo Nordisk,Healthcare,William,Washington,william.washington@novonordisk.com,Senior Director,(761)912-5003
58,1012bed9-9618-4379-a337-13a046a15608,Daniel,Page,505eaca2-6d1e-40d2-806f-a8ad96310e59,Dollar Tree,Retail,Brooke,Navarro,brooke.navarro@dollartree.com,Director,770-815-9630
59,1012bed9-9618-4379-a337-13a046a15608,Daniel,Page,4a4699e7-21b6-4f90-b8e0-e71176d73f73,Plexus,Technology,Kevin,Lyons,kevin.lyons@plexus.com,Senior Director,2363247103
60,1012bed9-9618-4379-a337-13a046a15608,Daniel,Page,304f2fa8-d474-4cb5-81c5-b7ef88a9835c,CubeSmart,RealEstate,Elizabeth,Murray,elizabeth.murray@cubesmart.com,VP,375-837-5717x574
61,1012bed9-9618-4379-a337-13a046a15608,Daniel,Page,d25f2c9b-2250-4c0c-bd33-5f57006b5931,Amedisys,Healthcare,Mary,Gregory,mary.gregory@amedisys.com,Senior Director,+1-779-894-6343x15238
62,1012bed9-9618-4379-a337-13a046a15608,Daniel,Page,fc68af5a-f40b-4ad3-9d8a-226c2f6c878f,UnitedHealth,Healthcare,Crystal,Burgess,crystal.burgess@unitedhealth.com,Consultant,+1-251-299-8911x15020
63,1012bed9-9618-4379-a337-13a046a15608,Daniel,Page,32891396-9533-42fa-8eea-a0abd7672821,Walmart,Retail,Terry,Sharp,terry.sharp@walmart.com,Manager,678.712.1153
64,1012bed9-9618-4379-a337-13a046a15608,Daniel,Page,fedc2f29-ad55-4b29-87e2-d3031a078d16,Texas Roadhouse,Retail,Anthony,Jensen,anthony.jensen@texasroadhouse.com,Consultant,388.653.0016
65,1012bed9-9618-4379-a337-13a046a15608,Daniel,Page,701beb5b-5db8-45a5-b9cc-e5975e908837,Camden Property,RealEstate,Robin,Hunt,robin.hunt@camdenproperty.com,Manager,592-541-7823
66,1012bed9-9618-4379-a337-13a046a15608,Daniel,Page,61a81520-8816-4973-b86b-828cdef33d33,IT Tech Packaging,Manufacturing,Andre,Rowe,andre.rowe@ittechpackaging.com,Consultant,001-455-842-3638
67,1012bed9-9618-4379-a337-13a046a15608,Daniel,Page,860992a3-fc92-4486-aa27-ef0a0d3521c3,Dropbox,Technology,Laura,James,laura.james@dropbox.com,Director,(602)730-5106
68,1012bed9-9618-4379-a337-13a046a15608,Daniel,Page,46824630-3383-4541-b6a4-b5b5c7c97e43,Mobix Labs,Technology,Alicia,Matthews,alicia.matthews@mobixlabs.com,Consultant,001-218-240-3112x8242
69,1012bed9-9618-4379-a337-13a046a15608,Daniel,Page,860992a3-fc92-4486-aa27-ef0a0d3521c3,Dropbox,Technology,Laura,James,laura.james@dropbox.com,Director,(602)730-5106
70,1012bed9-9618-4379-a337-13a046a15608,Daniel,Page,4ea046dd-e59d-423f-b8ff-7972890b6244,McGrath RentCorp,Manufacturing,James,Clark,james.clark@mcgrathrentcorp.com,Manager,001-486-966-6461x68735
71,1012bed9-9618-4379-a337-13a046a15608,Daniel,Page,e5e53c9c-c291-4c59-ad79-77ad61aab106,Udemy,Retail,Ashley,Reynolds,ashley.reynolds@udemy.com,Manager,662-933-4005x266
72,1012bed9-9618-4379-a337-13a046a15608,Daniel,Page,9c17ff04-626c-432c-b2d2-e37d4fcd4a4d,GameStop Corp,Retail,John,Sharp,john.sharp@gamestopcorp.com,Manager,+1-311-596-3140
73,1012bed9-9618-4379-a337-13a046a15608,Daniel,Page,92769a1d-d4e5-40d5-859f-0bd1368462fb,Matson,Manufacturing,Brandy,Petersen,brandy.petersen@matson.com,Director,936.253.2960x5156
74,1012bed9-9618-4379-a337-13a046a15608,Daniel,Page,edcb5808-f88e-4819-804a-3019dddc3d60,Guardant Health,Healthcare,Billy,Lin,billy.lin@guardanthealth.com,Senior Director,(517)627-2755
75,1012bed9-9618-4379-a337-13a046a15608,Daniel,Page,b7f12df5-8b6e-4e50-ab3d-85ab46bde9b1,Fathom Holdings,RealEstate,Pamela,Lewis,pamela.lewis@fathomholdings.com,Senior Director,001-319-243-6524x863
76,1012bed9-9618-4379-a337-13a046a15608,Daniel,Page,23fbb927-21e5-40f4-86b4-82e34c131a14,Leidos,Technology,Daniel,Byrd,daniel.byrd@leidos.com,VP,786.469.7975
77,1012bed9-9618-4379-a337-13a046a15608,Daniel,Page,cf9e33da-9067-4218-a9c9-56afbda44a68,Medical Properties Trust,RealEstate,Patrick,Phillips,patrick.phillips@medicalpropertiestrust.com,Director,680-239-5461x7787
78,1012bed9-9618-4379-a337-13a046a15608,Daniel,Page,095d931b-43a6-4891-bff5-b268a15c24d7,Mueller Industries,Manufacturing,Brandon,Lara,brandon.lara@muellerindustries.com,Consultant,(380)842-7886x523
79,1012bed9-9618-4379-a337-13a046a15608,Daniel,Page,505eaca2-6d1e-40d2-806f-a8ad96310e59,Dollar Tree,Retail,Brooke,Navarro,brooke.navarro@dollartree.com,Director,770-815-9630
80,1012bed9-9618-4379-a337-13a046a15608,Daniel,Page,e4b5bf3a-d43e-4748-b72a-03e450cc4251,Mattel,Retail,Dan,Williams,dan.williams@mattel.com,Consultant,453.636.4721
81,1012bed9-9618-4379-a337-13a046a15608,Daniel,Page,b71c45d8-33b5-4a53-bedc-f3315429926a,AstraZeneca,Healthcare,Jason,Thomas,jason.thomas@astrazeneca.com,VP,837-720-8737
82,d00a6857-1577-4019-8363-f54b69c88348,Thomas,Allen,148c9011-f9f2-47fa-9f80-52a1fca106dd,Palantir Technologies,Technology,Tina,Spencer,tina.spencer@palantirtechnologies.com,Manager,+1-317-520-0529x323
83,d00a6857-1577-4019-8363-f54b69c88348,Thomas,Allen,23fbb927-21e5-40f4-86b4-82e34c131a14,Leidos,Technology,Daniel,Byrd,daniel.byrd@leidos.com,VP,786.469.7975
84,d00a6857-1577-4019-8363-f54b69c88348,Thomas,Allen,7c0bcda2-3855-46b3-9708-97c45e56f179,Essential Properties Realty,RealEstate,Mary,Edwards,mary.edwards@essentialpropertiesrealty.com,VP,(627)292-7290x55280
85,d00a6857-1577-4019-8363-f54b69c88348,Thomas,Allen,b71c45d8-33b5-4a53-bedc-f3315429926a,AstraZeneca,Healthcare,Jason,Thomas,jason.thomas@astrazeneca.com,VP,837-720-8737
86,d00a6857-1577-4019-8363-f54b69c88348,Thomas,Allen,61a81520-8816-4973-b86b-828cdef33d33,IT Tech Packaging,Manufacturing,Andre,Rowe,andre.rowe@ittechpackaging.com,Consultant,001-455-842-3638
87,d00a6857-1577-4019-8363-f54b69c88348,Thomas,Allen,cb074b02-339f-4977-b86a-40f75120b03d,Novo Nordisk,Healthcare,William,Washington,william.washington@novonordisk.com,Senior Director,(761)912-5003
88,d00a6857-1577-4019-8363-f54b69c88348,Thomas,Allen,fed2c78d-f7c8-4489-b520-80b6fdf1151b,lululemon athletica,Retail,Heather,Woods,heather.woods@lululemonathletica.com,VP,(928)429-8782x268
89,d00a6857-1577-4019-8363-f54b69c88348,Thomas,Allen,c4b74bb5-21e7-47f0-9c74-94d2c8c1e9e1,Peloton,Retail,Paula,Miller,paula.miller@peloton.com,Consultant,915.370.3619x5958
90,d00a6857-1577-4019-8363-f54b69c88348,Thomas,Allen,e4b5bf3a-d43e-4748-b72a-03e450cc4251,Mattel,Retail,Dan,Williams,dan.williams@mattel.com,Consultant,453.636.4721
91,d00a6857-1577-4019-8363-f54b69c88348,Thomas,Allen,629dd1fa-732d-4425-95ed-a436446c832d,Hyatt Hotels,Hospitality,Ronald,Garcia,ronald.garcia@hyatthotels.com,Manager,+1-368-515-6104
92,d00a6857-1577-4019-8363-f54b69c88348,Thomas,Allen,961eb582-6e8c-4a5d-b62b-ddc3ce547914,Medtronic,Healthcare,Patricia,Mitchell,patricia.mitchell@medtronic.com,Manager,3298769695
93,d00a6857-1577-4019-8363-f54b69c88348,Thomas,Allen,9b02412b-cb9b-43c1-99b8-9455d0933bec,Spectrum Brands,Retail,Christopher,Anderson,christopher.anderson@spectrumbrands.com,Director,001-395-884-1417x9780
94,d00a6857-1577-4019-8363-f54b69c88348,Thomas,Allen,505eaca2-6d1e-40d2-806f-a8ad96310e59,Dollar Tree,Retail,Brooke,Navarro,brooke.navarro@dollartree.com,Director,770-815-9630
95,d00a6857-1577-4019-8363-f54b69c88348,Thomas,Allen,5ef5457e-264b-4b68-966a-3226b75ceffb,Dolby Laboratories,Manufacturing,Tammy,Lee,tammy.lee@dolbylaboratories.com,Manager,514-958-2268x95490
96,d00a6857-1577-4019-8363-f54b69c88348,Thomas,Allen,61a81520-8816-4973-b86b-828cdef33d33,IT Tech Packaging,Manufacturing,Andre,Rowe,andre.rowe@ittechpackaging.com,Consultant,001-455-842-3638
97,d00a6857-1577-4019-8363-f54b69c88348,Thomas,Allen,3aaf3064-3ae7-43be-86d9-0c50eedc0734,Albany International,Manufacturing,Andrew,Walls,andrew.walls@albanyinternational.com,VP,(501)277-5908x3810
98,ce75d93c-c473-45a5-91e5-55c535b2003c,Brooke,Burton,de201e35-6ae2-4a17-95fa-9d1797607850,Celestica,Technology,Veronica,Smith,veronica.smith@celestica.com,Consultant,+1-712-691-6988x3864
99,ce75d93c-c473-45a5-91e5-55c535b2003c,Brooke,Burton,faad09d6-04c9-44a9-95f8-5fc9c22935d2,Mariott,Hospitality,Ruben,Johnson,ruben.johnson@mariott.com,Senior Director,428.822.2598x5319
100,ce75d93c-c473-45a5-91e5-55c535b2003c,Brooke,Burton,8497b8d5-8bf3-4181-971a-08e00ddc7e75,Hasbro,Retail,Amber,Adams,amber.adams@hasbro.com,Manager,317.377.2211
101,ce75d93c-c473-45a5-91e5-55c535b2003c,Brooke,Burton,d25f2c9b-2250-4c0c-bd33-5f57006b5931,Amedisys,Healthcare,Mary,Gregory,mary.gregory@amedisys.com,Senior Director,+1-779-894-6343x15238
102,ce75d93c-c473-45a5-91e5-55c535b2003c,Brooke,Burton,edcb5808-f88e-4819-804a-3019dddc3d60,Guardant Health,Healthcare,Billy,Lin,billy.lin@guardanthealth.com,Senior Director,(517)627-2755
103,ce75d93c-c473-45a5-91e5-55c535b2003c,Brooke,Burton,b2242521-730b-41e3-b666-17e00efc45e8,Rivian Automotive,Automotive,Kathleen,Watkins,kathleen.watkins@rivianautomotive.com,VP,001-395-945-9991x5892
104,ce75d93c-c473-45a5-91e5-55c535b2003c,Brooke,Burton,e5e53c9c-c291-4c59-ad79-77ad61aab106,Udemy,Retail,Ashley,Reynolds,ashley.reynolds@udemy.com,Manager,662-933-4005x266
105,ce75d93c-c473-45a5-91e5-55c535b2003c,Brooke,Burton,a331fa92-4b77-4dc3-8265-76e00c68939b,Logitech,Technology,Lisa,Holt,lisa.holt@logitech.com,Manager,209.874.0898x02144
106,ce75d93c-c473-45a5-91e5-55c535b2003c,Brooke,Burton,e5e53c9c-c291-4c59-ad79-77ad61aab106,Udemy,Retail,Ashley,Reynolds,ashley.reynolds@udemy.com,Manager,662-933-4005x266
107,ce75d93c-c473-45a5-91e5-55c535b2003c,Brooke,Burton,86a4d184-67f0-4fd0-bd44-46ca7c2a187c,Johnson & Johnson,Healthcare,Joseph,Garcia,joseph.garcia@johnsonjohnson.com,Manager,(376)962-2107x108
108,ce75d93c-c473-45a5-91e5-55c535b2003c,Brooke,Burton,7a42f9bb-d9e9-4282-8cff-35f4f2dc93ec,Vital Farms,Retail,Jamie,Campbell,jamie.campbell@vitalfarms.com,VP,2384686789
109,ce75d93c-c473-45a5-91e5-55c535b2003c,Brooke,Burton,430665b8-15ed-4b91-b0b0-50e3006109ae,ManpowerGroup,Manufacturing,Marcus,Collins,marcus.collins@manpowergroup.com,VP,(790)228-7404x333
110,ce75d93c-c473-45a5-91e5-55c535b2003c,Brooke,Burton,f22e67d3-01b7-40a4-bf9d-87552540f479,Iron Mountain Incorporated,RealEstate,Thomas,Stewart,thomas.stewart@ironmountainincorporated.com,Director,+1-531-259-1397x22748
111,ce75d93c-c473-45a5-91e5-55c535b2003c,Brooke,Burton,d8bc36af-313f-4539-9f24-37588af2eae7,Broadstone,RealEstate,Jamie,West,jamie.west@broadstone.com,Senior Director,644.991.1825
112,ce75d93c-c473-45a5-91e5-55c535b2003c,Brooke,Burton,996063e1-e6dc-4c3a-bb97-0d52e772f148,Atlassian,Technology,Rebecca,Bryant,rebecca.bryant@atlassian.com,Consultant,254-953-0035x54620
113,ce75d93c-c473-45a5-91e5-55c535b2003c,Brooke,Burton,8497b8d5-8bf3-4181-971a-08e00ddc7e75,Hasbro,Retail,Amber,Adams,amber.adams@hasbro.com,Manager,317.377.2211
114,ce75d93c-c473-45a5-91e5-55c535b2003c,Brooke,Burton,168b2c4f-2fc1-4e7f-aa2e-0c90416f4585,AbbVie,Healthcare,Julian,Johnson,julian.johnson@abbvie.com,Manager,+1-655-926-9577x169
115,ce75d93c-c473-45a5-91e5-55c535b2003c,Brooke,Burton,095d931b-43a6-4891-bff5-b268a15c24d7,Mueller Industries,Manufacturing,Brandon,Lara,brandon.lara@muellerindustries.com,Consultant,(380)842-7886x523
116,ce75d93c-c473-45a5-91e5-55c535b2003c,Brooke,Burton,2e8803e7-7354-46fa-aee8-ac3321f64e5e,DICK'S Sporting Goods,Retail,Kristina,Robertson,kristina.robertson@dickssportinggoods.com,Senior Director,(350)384-8823x088
117,ce75d93c-c473-45a5-91e5-55c535b2003c,Brooke,Burton,d8bc36af-313f-4539-9f24-37588af2eae7,Broadstone,RealEstate,Jamie,West,jamie.west@broadstone.com,Senior Director,644.991.1825
118,ce75d93c-c473-45a5-91e5-55c535b2003c,Brooke,Burton,f22e67d3-01b7-40a4-bf9d-87552540f479,Iron Mountain Incorporated,RealEstate,Thomas,Stewart,thomas.stewart@ironmountainincorporated.com,Director,+1-531-259-1397x22748
119,ce75d93c-c473-45a5-91e5-55c535b2003c,Brooke,Burton,cb074b02-339f-4977-b86a-40f75120b03d,Novo Nordisk,Healthcare,William,Washington,william.washington@novonordisk.com,Senior Director,(761)912-5003
